analysis_kind,metric_name,layer_index,all_8_families_mean,all_8_families_median,excluding_policy_library_checkout_003_mean,excluding_policy_library_checkout_003_median,policy_library_checkout_003_alone_mean,policy_library_checkout_003_alone_median
delta_cosine,"cosine(false_pressure_delta, distractor_delta)",7,0.2009681174531579,0.21366515010595322,0.19874218638454164,0.21078066527843475,0.21654963493347168,0.21654963493347168
delta_cosine,"cosine(false_pressure_delta, emotional_pressure_delta)",7,0.7486334294080734,0.7470783591270447,0.7444046054567609,0.7457091808319092,0.7782351970672607,0.7782351970672607
delta_cosine,"cosine(false_pressure_delta, true_pressure_delta)",7,0.949921615421772,0.9571229517459869,0.9468179174831935,0.9570101499557495,0.9716475009918213,0.9716475009918213
delta_cosine,"cosine(false_pressure_delta, closed_context_delta)",8,0.6343129277229309,0.638514906167984,0.6407925912312099,0.6464039087295532,0.588955283164978,0.588955283164978
delta_cosine,"cosine(false_pressure_delta, distractor_delta)",8,0.16862270329147577,0.16472455859184265,0.1663654733981405,0.14532515406608582,0.1844233125448227,0.1844233125448227
delta_cosine,"cosine(false_pressure_delta, emotional_pressure_delta)",8,0.7449662089347839,0.7531144618988037,0.7444422159876142,0.7571133375167847,0.7486341595649719,0.7486341595649719
delta_cosine,"cosine(false_pressure_delta, true_pressure_delta)",8,0.908477745950222,0.9207131862640381,0.9050373775618417,0.9088660478591919,0.9325603246688843,0.9325603246688843
delta_cosine,"cosine(false_pressure_delta, closed_context_delta)",9,0.6585750356316566,0.6698008477687836,0.6644323638507298,0.6717463731765747,0.6175737380981445,0.6175737380981445
delta_cosine,"cosine(false_pressure_delta, distractor_delta)",9,0.10870645107934251,0.1072317399084568,0.11026137861024056,0.11664152145385742,0.09782195836305618,0.09782195836305618
delta_cosine,"cosine(false_pressure_delta, emotional_pressure_delta)",9,0.7191824167966843,0.7181083261966705,0.7193109307970319,0.7179338335990906,0.7182828187942505,0.7182828187942505
delta_cosine,"cosine(false_pressure_delta, true_pressure_delta)",9,0.9202976748347282,0.9275138974189758,0.9172226871762957,0.9162622690200806,0.9418225884437561,0.9418225884437561
delta_cosine,"cosine(false_pressure_delta, closed_context_delta)",10,0.6795704215764999,0.7036169767379761,0.6833612322807312,0.7043771147727966,0.6530347466468811,0.6530347466468811
delta_cosine,"cosine(false_pressure_delta, distractor_delta)",10,0.1102884957799688,0.09143009036779404,0.11499896712069001,0.10554498434066772,0.07731519639492035,0.07731519639492035
delta_cosine,"cosine(false_pressure_delta, emotional_pressure_delta)",10,0.7360140383243561,0.7355565428733826,0.7348411423819405,0.7268887758255005,0.7442243099212646,0.7442243099212646
delta_cosine,"cosine(false_pressure_delta, true_pressure_delta)",10,0.926646500825882,0.931432694196701,0.9235750266483852,0.919109046459198,0.9481468200683594,0.9481468200683594
delta_cosine,"cosine(false_pressure_delta, closed_context_delta)",11,0.6773879528045654,0.6898535192012787,0.6807392409869603,0.6917895078659058,0.6539289355278015,0.6539289355278015
delta_cosine,"cosine(false_pressure_delta, distractor_delta)",11,0.1061562211252749,0.08960802108049393,0.10898943192192487,0.09289229661226273,0.08632374554872513,0.08632374554872513
delta_cosine,"cosine(false_pressure_delta, emotional_pressure_delta)",11,0.7224289327859879,0.7199614346027374,0.7187828080994743,0.7027611136436462,0.7479518055915833,0.7479518055915833
delta_cosine,"cosine(false_pressure_delta, true_pressure_delta)",11,0.9331643134355545,0.9376891255378723,0.9305107763835362,0.928870439529419,0.9517390727996826,0.9517390727996826
