condition,layer,layer_bucket,n_families,pearson_r,spearman_rho,r2,mse,mae,baseline_mse,absolute_mse_improvement,relative_mse_improvement,mean_alpha_used,alpha_values_used_json
distractor_delta,22,middle,36,0.7396319616402166,0.6977343176677698,0.5127431700010701,0.31393953620897463,0.47624675515625214,0.6816430234291556,0.367703487220181,0.5394370287403037,1.0,"{""1.0"": 36}"
distractor_delta,23,middle,36,0.6214291838708965,0.5849639740742336,0.37751405749395006,0.401067642473857,0.5293694386879603,0.6816430234291556,0.2805753809552986,0.41161630253883075,1.0,"{""1.0"": 36}"
distractor_delta,24,late,36,0.6282630065917315,0.6158599586204079,0.3894478739356586,0.39337868550444677,0.5367957784069909,0.6816430234291556,0.28826433792470885,0.4228963372566061,1.0,"{""1.0"": 36}"
distractor_delta,25,late,36,0.6859372428399898,0.6732749965687151,0.4549901574338254,0.3511497975409126,0.49327903985977173,0.6816430234291556,0.33049322588824304,0.48484795490992333,1.0,"{""1.0"": 36}"
distractor_delta,26,late,36,0.6746170640101623,0.6884655223039176,0.4454691226433146,0.35728419948735435,0.4965887880987591,0.6816430234291556,0.32435882394180127,0.4758485201096061,1.0,"{""1.0"": 36}"
distractor_delta,27,late,36,0.7266016152773235,0.7232235049183636,0.5087187262107298,0.3165324850180068,0.47754637483093476,0.6816430234291556,0.3651105384111488,0.5356330599180488,1.0,"{""1.0"": 36}"
distractor_delta,28,late,36,0.6819776922398332,0.6869207230766088,0.455837217160863,0.3506040370272056,0.5025171430574523,0.6816430234291556,0.33103898640195,0.4856486093506618,1.0,"{""1.0"": 36}"
distractor_delta,29,late,36,0.6628603523450897,0.6879505892281479,0.433069369418821,0.36527335948827583,0.5110161304473877,0.6816430234291556,0.3163696639408798,0.46412807447116877,1.0,"{""1.0"": 36}"
distractor_delta,30,late,36,0.6965482628003052,0.699407850164021,0.4753527837191083,0.3380301590701447,0.4908495586779382,0.6816430234291556,0.3436128643590109,0.5040950358890062,1.0,"{""1.0"": 36}"
distractor_delta,31,late,36,0.76149312976221,0.7584964206085792,0.5543981950682815,0.28710120692295454,0.4541176449921396,0.6816430234291556,0.39454181650620107,0.5788100265757455,1.0,"{""1.0"": 36}"
distractor_delta,32,late,36,0.7986369699412815,0.7875901393895601,0.603648566009898,0.2553691969035875,0.43604622698492473,0.6816430234291556,0.4262738265255681,0.6253622671601677,1.0,"{""1.0"": 36}"
distractor_delta,33,late,36,0.7969999761847654,0.8022657320489929,0.6025862509890317,0.2560536463857207,0.4311662142475446,0.6816430234291556,0.4255893770434349,0.6243581499630315,1.0,"{""1.0"": 36}"
distractor_delta,34,late,36,0.8377155617385629,0.8101184614544789,0.6662351695918618,0.21504465327131092,0.40406107902526855,0.6816430234291556,0.46659837015784467,0.6845201287479165,1.0,"{""1.0"": 36}"
distractor_delta,35,late,36,0.9209070003434362,0.9173532744834921,0.8305664951013417,0.1091659935198089,0.24903442793422276,0.6816430234291556,0.5724770299093467,0.839848733475441,1.0,"{""1.0"": 36}"
